,LoanID,CustomerID,LoanDate,LoanAmount,LoanStatus
572,28034,2135,2021-01-25,39769.76,Rejected
573,85041,2136,2019-10-05,40737.37,Approved
574,96705,2138,2021-09-18,7122.5,Approved
575,49914,2141,2018-12-17,23591.11,Rejected
576,39539,2142,2022-03-20,44597.7,Pending
577,65310,2146,2021-10-27,18795.98,Rejected
578,65830,2147,2022-08-10,35445.36,Rejected
579,87498,2153,2020-12-09,46790.05,Rejected
580,27267,2154,2021-04-01,41074.7,Approved
581,31402,2155,2019-04-29,35564.21,Rejected
582,74614,2156,2021-12-08,39797.28,Rejected
583,48353,2158,2020-02-08,28097.52,Approved
584,26607,2159,2021-10-09,47075.36,Pending
585,99310,2161,2020-09-24,4798.28,Approved
586,34861,2164,2022-09-09,47328.11,Rejected
587,32058,2165,2018-10-09,28857.96,Approved
588,97436,2169,2020-03-08,32313.79,Rejected
589,94614,2170,2021-02-03,22704.43,Approved
590,94889,2173,2022-08-02,33364.53,Approved
591,84837,2174,2022-06-06,12727.53,Pending
592,90722,2176,2021-12-07,8423.86,Approved
593,66765,2182,2020-06-08,32780.18,Approved
594,76024,2183,2018-12-22,20672.67,Approved
595,97352,2184,2019-01-08,38802.3,Rejected
596,86795,2185,2020-09-09,6593.31,Approved
597,33413,2186,2020-10-23,35794.92,Pending
598,92228,2189,2022-05-26,46534.25,Approved
599,71527,2192,2020-06-08,42356.74,Pending
600,60833,2193,2022-02-11,34172.22,Rejected
601,25992,2195,2021-04-30,15698.06,Rejected
602,93466,2198,2019-08-03,8550.04,Rejected
603,64773,2200,2019-06-23,33846.44,Approved
604,84887,2204,2021-07-30,11974.55,Approved
605,51022,2205,2022-02-03,23085.14,Approved
606,26068,2206,2021-07-04,6466.97,Pending
607,30361,2207,2022-05-01,33950.66,Rejected
608,56145,2209,2019-10-08,47732.51,Rejected
609,33121,2210,2022-06-02,42095.62,Approved
610,50417,2212,2020-07-23,46538.83,Rejected
611,66944,2213,2020-03-31,40742.57,Rejected
612,54771,2214,2019-11-29,36092.7,Pending
613,47284,2217,2018-09-13,23859.25,Rejected
614,89907,2219,2021-08-01,16875.11,Rejected
615,50699,2222,2020-03-08,25000.98,Approved
616,59189,2223,2020-05-10,4088.8,Pending
617,89347,2226,2021-06-15,32035.42,Pending
618,93773,2227,2020-06-21,41271.39,Approved
619,55721,2228,2018-10-29,31218.76,Rejected
620,71239,2230,2020-04-15,35975.71,Rejected
621,91061,2234,2019-01-01,33049.31,Rejected
622,71106,2235,2019-12-01,25761.18,Rejected
623,35894,2237,2020-01-24,2869.28,Approved
624,91926,2240,2021-05-02,44194.09,Rejected
625,33739,2241,2019-10-14,17156.69,Approved
626,72821,2246,2020-03-10,19282.32,Approved
627,58123,2248,2020-02-01,40459.42,Rejected
628,66565,2251,2018-11-29,24721.3,Rejected
629,58602,2253,2020-12-09,15520.57,Pending
630,32539,2254,2018-12-25,47557.78,Pending
631,98324,2255,2019-09-01,20696.81,Approved
632,20603,2256,2020-06-14,23612.29,Approved
633,41223,2257,2021-10-23,43023.44,Pending
634,69712,2258,2019-06-08,31598.92,Pending
635,80439,2259,2019-03-02,34343.11,Approved
636,59166,2265,2022-07-07,21901.71,Approved
637,83003,2266,2020-09-17,19483.49,Pending
638,99855,2267,2019-01-04,33040.97,Rejected
639,84142,2268,2020-12-05,43884.69,Approved
640,36540,2270,2019-03-15,27151.67,Pending
641,50227,2271,2020-02-27,19654.1,Rejected
642,59907,2272,2020-06-17,17731.36,Approved
643,22016,2273,2018-09-22,17248.5,Pending
644,75755,2275,2018-10-14,4628.09,Pending
645,47714,2276,2020-08-21,8555.63,Rejected
646,58586,2277,2018-11-18,49903.87,Pending
647,68670,2279,2022-05-18,42636.87,Pending
648,57447,2281,2022-05-22,34571.98,Rejected
649,35697,2282,2022-02-06,22202.36,Approved
650,93552,2286,2019-12-08,9526.6,Pending
651,63748,2287,2019-06-01,24630.94,Pending
652,48640,2290,2021-07-11,38762.38,Approved
653,99023,2291,2021-02-14,41375.38,Rejected
654,35979,2295,2019-03-07,31948.55,Pending
655,37027,2296,2021-06-25,35125.25,Approved
656,63323,2298,2020-04-07,43581.79,Approved
657,52214,2300,2019-03-27,33768.96,Rejected
658,72645,2304,2022-04-17,6640.81,Pending
659,51708,2305,2021-10-07,35649.14,Approved
660,99581,2308,2020-10-02,42096.94,Rejected
661,80272,2310,2019-09-11,45444.63,Pending
662,70669,2313,2020-05-19,26328.22,Pending
663,67624,2317,2022-08-02,49685.69,Approved
664,54148,2319,2020-03-15,15785.42,Approved
665,87094,2321,2019-01-27,11215.45,Approved
666,90055,2322,2019-08-26,28644.49,Approved
667,33265,2325,2020-05-14,45724.75,Rejected
668,68575,2328,2021-03-19,46119.72,Rejected
669,94814,2330,2022-01-10,1881.38,Rejected
670,23540,2334,2019-03-08,5412.65,Pending
671,32216,2335,2020-05-28,20187.62,Rejected
672,91574,2336,2020-03-01,37528.79,Approved
673,85165,2339,2022-02-19,39989.42,Rejected
674,72986,2341,2021-09-14,19320.36,Approved
675,29928,2345,2018-12-01,27645.92,Pending
676,92145,2347,2019-03-11,2850.27,Rejected
677,46960,2350,2021-12-22,4675.93,Rejected
678,81842,2351,2022-05-03,43730.98,Rejected
679,29640,2352,2020-10-29,18104.66,Approved
680,78918,2356,2021-10-22,26177.02,Approved
681,74058,2357,2019-12-14,20951.69,Rejected
682,28838,2358,2019-10-09,4825.01,Approved
683,91124,2360,2022-02-06,26966.31,Pending
684,94854,2364,2020-01-31,20574.38,Approved
685,45556,2367,2019-04-21,37977.81,Pending
686,50749,2368,2020-09-01,7032.52,Approved
687,62938,2369,2019-01-15,35845.14,Approved
688,68578,2371,2021-12-26,20140.84,Pending
689,43976,2372,2019-11-28,1790.49,Pending
690,33852,2373,2021-11-28,19039.68,Approved
691,57361,2375,2020-11-20,34597.63,Rejected
692,92263,2376,2021-11-16,20705.0,Pending
693,43053,2377,2019-12-13,22586.96,Rejected
694,95073,2379,2021-10-11,37104.88,Approved
695,53173,2381,2022-04-24,12000.0,Approved
696,86068,2383,2018-11-14,4431.48,Rejected
697,58380,2384,2020-03-15,8575.8,Pending
698,56983,2386,2019-08-02,32462.99,Pending
699,71364,2387,2019-05-20,45034.67,Pending
700,68151,2389,2020-01-13,13401.54,Approved
701,21246,2393,2019-02-28,41404.46,Pending
702,25148,2394,2022-07-15,29364.36,Approved
703,63766,2395,2021-04-11,22255.82,Approved
704,64333,2397,2019-10-20,6210.24,Pending
705,28558,2398,2021-11-23,30325.43,Approved
706,22869,2401,2021-10-16,3856.98,Pending
707,59989,2403,2019-05-05,9125.06,Pending
708,32209,2404,2022-03-27,24233.64,Rejected
709,48346,2407,2019-04-22,28111.38,Rejected
710,31721,2408,2021-04-14,15301.2,Approved
711,81913,2411,2020-10-04,16199.11,Rejected
712,50603,2413,2021-09-21,33094.12,Rejected
713,45161,2414,2021-10-12,19787.0,Rejected
714,64646,2415,2019-04-01,29594.58,Approved
715,80111,2419,2021-12-01,8729.77,Approved
716,52451,2421,2022-07-22,19974.42,Approved
717,63927,2422,2022-01-30,25147.3,Pending
718,78448,2423,2019-09-15,39825.47,Pending
719,50544,2425,2019-02-06,10497.59,Approved
720,36010,2426,2020-02-15,13507.44,Pending
721,73411,2427,2020-07-10,45375.29,Pending
722,81230,2429,2019-10-26,19959.53,Pending
723,66373,2430,2019-05-09,42583.19,Pending
724,23551,2431,2019-05-11,34074.39,Pending
725,85960,2433,2021-10-15,40406.61,Pending
726,24127,2434,2019-02-28,31783.49,Approved
727,76378,2436,2019-05-28,12177.97,Rejected
728,31509,2437,2020-03-24,4775.87,Pending
729,89601,2438,2019-02-03,5825.31,Approved
730,62108,2439,2020-12-02,37027.79,Rejected
731,71884,2440,2021-08-05,20157.61,Rejected
732,34703,2441,2019-08-11,3298.93,Rejected
733,45116,2442,2021-08-23,13364.35,Pending
734,92431,2443,2022-02-23,37295.64,Approved
735,46487,2448,2021-04-16,24808.52,Approved
736,50698,2450,2019-11-02,13045.26,Rejected
737,24513,2451,2019-08-02,17070.3,Pending
738,72167,2455,2019-11-16,38219.93,Approved
739,21966,2457,2021-04-05,45129.68,Pending
740,87680,2463,2019-11-29,7207.61,Rejected
741,23591,2464,2020-08-19,40808.91,Pending
742,90829,2465,2019-03-17,16264.73,Rejected
743,78057,2469,2020-07-08,46957.83,Approved
744,59074,2470,2018-09-14,44917.95,Pending
745,72767,2473,2019-02-11,36499.86,Approved
746,28189,2474,2019-07-07,34840.18,Pending
747,71300,2475,2022-09-03,19080.17,Approved
748,41177,2478,2021-02-06,32116.96,Approved
749,79450,2480,2022-06-30,5711.6,Rejected
750,74248,2481,2019-10-16,42323.22,Pending
751,83079,2482,2020-12-12,21191.64,Pending
752,50874,2483,2019-01-19,27952.1,Pending
753,57862,2487,2019-06-18,28269.08,Pending
754,88413,2488,2022-04-29,41055.32,Approved
755,35511,2490,2019-07-26,30198.82,Rejected
756,20606,2492,2020-04-07,3755.89,Pending
757,72426,2495,2022-04-12,25480.81,Rejected
758,28155,2496,2022-06-11,49795.92,Approved
759,22089,2501,2020-04-25,29058.31,Rejected
760,31810,2503,2019-09-18,9902.74,Rejected
761,82853,2506,2021-05-11,34926.73,Approved
762,56513,2507,2019-02-01,5771.51,Rejected
763,61420,2511,2022-06-16,31610.76,Rejected
764,48706,2515,2020-12-07,7165.01,Pending
765,51567,2518,2022-07-12,2257.03,Rejected
766,39864,2519,2020-10-18,26102.91,Rejected
767,53915,2526,2019-01-23,36146.2,Approved
768,21156,2527,2020-02-18,35139.25,Rejected
769,36317,2530,2019-10-02,9951.18,Approved
770,41344,2531,2020-08-09,6023.52,Rejected
771,30740,2534,2019-07-24,10821.47,Approved
772,70329,2535,2019-07-10,46375.43,Rejected
773,40106,2536,2021-07-17,9301.39,Rejected
774,26356,2538,2022-05-13,40905.94,Rejected
775,35026,2539,2019-01-28,41625.89,Approved
776,50555,2543,2020-12-26,2469.41,Pending
777,30580,2545,2021-03-12,10718.8,Rejected
778,39903,2546,2020-11-23,48444.74,Rejected
779,61555,2550,2021-09-25,21068.84,Approved
780,43178,2551,2021-11-05,4572.43,Pending
781,93495,2554,2020-12-06,35171.69,Approved
782,91650,2555,2019-04-19,10684.38,Rejected
783,97183,2556,2020-03-06,2960.26,Approved
784,30797,2558,2018-11-16,19778.83,Pending
785,43349,2559,2018-11-07,45987.92,Approved
786,28272,2561,2022-01-11,26682.4,Rejected
787,29606,2562,2020-10-22,41435.46,Pending
788,81043,2569,2020-11-18,48672.67,Rejected
789,70582,2570,2019-09-07,4624.0,Approved
790,46442,2571,2020-10-05,19811.61,Pending
791,54964,2572,2020-07-31,32141.32,Pending
792,30898,2575,2021-11-13,29793.99,Pending
793,60072,2576,2019-06-21,43583.66,Pending
794,56747,2579,2019-10-21,5260.49,Approved
795,32799,2582,2019-02-24,41253.89,Approved
796,60860,2584,2022-02-18,3236.41,Approved
797,51093,2585,2018-12-24,13852.25,Approved
798,84479,2587,2020-06-15,18949.7,Approved
799,68527,2588,2022-07-12,23298.4,Rejected
800,28248,2589,2020-04-03,38849.9,Rejected
801,24461,2593,2021-07-30,42388.76,Rejected
802,77880,2594,2018-11-28,4647.81,Pending
803,31190,2599,2021-01-18,49884.16,Rejected
804,42395,2601,2019-10-01,49712.86,Rejected
805,88454,2602,2022-06-06,2115.37,Pending
806,51107,2604,2021-02-05,11265.15,Approved
807,27661,2605,2021-07-31,49463.82,Pending
808,94154,2607,2020-11-10,1719.03,Rejected
809,42979,2613,2022-05-28,19495.61,Pending
810,25979,2615,2021-11-28,17133.49,Pending
811,45431,2616,2019-07-12,12348.43,Rejected
812,22006,2617,2021-07-07,46566.77,Approved
813,25276,2618,2019-09-29,35338.35,Rejected
814,67298,2619,2021-03-27,16100.82,Approved
815,96641,2620,2019-01-07,28076.84,Approved
816,32086,2622,2019-09-25,26641.36,Pending
817,89166,2623,2021-05-03,11908.2,Rejected
818,36680,2625,2020-08-12,40020.12,Rejected
819,27333,2628,2022-02-17,35887.3,Pending
820,82402,2629,2018-12-12,25914.41,Pending
821,58325,2630,2021-06-23,49851.32,Approved
822,27661,2631,2020-10-10,27410.0,Pending
823,44204,2635,2020-12-03,34963.9,Pending
824,90567,2640,2020-03-07,24889.38,Approved
825,55474,2641,2019-06-06,18077.8,Rejected
826,51446,2643,2022-01-28,29787.44,Approved
827,85207,2645,2020-08-03,24953.96,Approved
828,45212,2649,2020-10-14,47783.68,Rejected
829,74054,2651,2019-09-23,1008.77,Rejected
830,27933,2652,2022-03-19,33402.96,Approved
831,68252,2653,2018-09-14,16990.8,Rejected
832,22300,2654,2022-09-04,22275.03,Pending
833,35494,2655,2019-04-01,33367.04,Pending
834,66874,2656,2022-09-02,40649.32,Approved
835,46097,2660,2019-10-04,35104.83,Pending
836,21872,2662,2022-06-02,23908.61,Approved
837,80337,2664,2021-05-11,32778.04,Approved
838,86997,2665,2019-11-20,18801.58,Approved
839,94394,2667,2018-12-19,37314.66,Approved
840,46683,2670,2020-08-30,42594.88,Approved
841,23757,2671,2022-07-08,6450.93,Pending
842,70726,2672,2018-09-17,37780.75,Rejected
843,82038,2677,2021-01-25,1306.61,Approved
844,38325,2679,2021-06-13,1700.38,Pending
845,56699,2681,2021-12-18,41970.31,Approved
846,39910,2682,2021-05-11,34054.22,Pending
847,36577,2685,2021-10-29,45586.72,Rejected
848,44716,2689,2020-07-17,39194.46,Pending
849,84811,2690,2020-01-27,49720.54,Pending
850,95390,2692,2021-12-24,6652.32,Rejected
851,76632,2695,2021-09-23,29805.02,Rejected
852,26789,2701,2019-12-30,29760.85,Pending
853,25708,2703,2021-03-02,15449.21,Approved
854,81473,2707,2020-12-31,7570.21,Approved
855,20375,2711,2022-01-29,5883.23,Approved
856,37641,2713,2020-10-07,7580.91,Pending
857,28616,2714,2018-12-30,47586.17,Pending
858,95980,2719,2020-07-25,26262.7,Pending
859,94154,2720,2022-03-20,33338.01,Rejected
860,42167,2721,2021-08-22,25454.31,Rejected
861,62101,2722,2020-07-04,38333.19,Approved
862,30555,2724,2020-03-07,30662.76,Approved
863,36570,2726,2021-03-05,29069.59,Approved
864,54512,2727,2021-12-02,32410.69,Approved
865,86097,2728,2021-05-30,35429.42,Pending
866,98764,2730,2019-09-14,8733.93,Pending
867,51671,2731,2021-05-01,6257.84,Pending
868,89855,2732,2019-09-23,41323.36,Pending
869,43595,2733,2021-01-11,17742.16,Approved
870,95361,2737,2020-03-24,42277.32,Approved
871,99435,2739,2019-07-01,43588.72,Rejected
872,68894,2741,2019-07-10,46541.28,Rejected
873,80372,2743,2020-06-19,12713.11,Pending
874,94734,2746,2019-03-01,33706.73,Rejected
875,45345,2747,2019-09-28,35689.92,Rejected
876,28012,2748,2020-12-06,44595.59,Rejected
877,65715,2749,2020-01-21,38188.58,Pending
878,85213,2754,2021-07-29,2665.84,Pending
879,41430,2755,2019-02-13,3007.71,Rejected
880,82980,2757,2019-09-19,15918.6,Rejected
881,76940,2759,2020-10-18,49167.49,Pending
882,76680,2763,2021-10-01,46891.93,Pending
883,60583,2765,2021-10-11,3110.77,Approved
884,56302,2766,2022-07-04,27836.88,Rejected
885,53672,2768,2020-03-30,36146.97,Rejected
886,43869,2769,2021-08-25,17097.2,Rejected
887,56197,2770,2020-09-17,12647.31,Pending
888,59348,2772,2021-10-28,14159.11,Rejected
889,82849,2773,2022-04-15,23997.31,Pending
890,91868,2774,2021-06-14,45409.92,Rejected
891,93019,2778,2019-09-01,49970.56,Rejected
892,29195,2779,2020-05-27,45530.71,Pending
893,31807,2781,2020-06-24,12411.08,Approved
894,58877,2783,2020-03-05,48764.2,Approved
895,33026,2785,2022-01-14,10378.25,Approved
896,59482,2786,2022-07-28,35957.33,Rejected
897,50247,2787,2020-11-17,23245.48,Pending
898,88489,2788,2021-07-13,20806.71,Rejected
899,49085,2789,2020-08-11,34597.89,Rejected
900,26460,2791,2022-08-12,28344.36,Pending
901,83755,2792,2020-07-21,4046.8,Approved
902,92559,2793,2020-06-05,28299.76,Approved
903,88515,2802,2022-04-28,9473.26,Pending
904,75019,2806,2022-07-19,5843.82,Pending
905,98788,2807,2018-12-13,45423.67,Rejected
906,33859,2810,2018-11-12,30429.2,Rejected
907,54332,2814,2019-05-15,37955.3,Pending
908,78049,2822,2020-08-23,21337.02,Rejected
909,69566,2823,2019-10-23,11519.1,Approved
910,87606,2824,2021-12-06,10137.96,Pending
911,64717,2827,2019-03-25,20477.59,Pending
912,63949,2828,2019-09-13,22069.52,Pending
913,25157,2833,2019-05-07,9308.23,Pending
914,93927,2834,2022-04-28,23198.89,Rejected
915,92506,2835,2021-02-06,7221.11,Pending
916,35336,2836,2018-12-06,21369.22,Rejected
917,35646,2837,2019-03-13,3860.85,Rejected
918,72934,2841,2021-05-28,44863.34,Rejected
919,94346,2843,2019-10-06,3861.62,Rejected
920,39150,2844,2020-12-28,6399.67,Pending
921,20646,2845,2018-09-10,32636.3,Rejected
922,34805,2848,2021-04-30,6380.76,Pending
923,25096,2849,2019-05-22,47849.32,Approved
924,81928,2855,2020-12-17,10980.42,Approved
925,54839,2857,2019-02-16,13202.36,Approved
926,26133,2858,2020-02-15,4081.15,Rejected
927,36434,2859,2019-07-18,17859.34,Rejected
928,31910,2863,2019-04-25,47636.42,Approved
929,81551,2865,2021-05-24,49577.82,Pending
930,88468,2866,2022-02-06,21364.8,Approved
931,22526,2867,2022-08-28,1406.93,Rejected
932,78194,2869,2021-08-31,41426.99,Rejected
933,21080,2870,2019-05-21,42780.48,Rejected
934,36912,2871,2018-11-24,24606.79,Rejected
935,23945,2873,2019-08-09,12957.52,Rejected
936,62397,2879,2019-03-29,36119.89,Approved
937,21704,2881,2020-12-02,43547.96,Pending
938,76708,2882,2019-06-21,23219.45,Approved
939,98705,2887,2020-06-14,24937.4,Rejected
940,60279,2889,2020-12-05,41824.24,Approved
941,88121,2891,2021-07-21,23811.16,Rejected
942,55547,2892,2019-02-04,13440.78,Pending
943,87456,2893,2020-10-02,9561.88,Pending
944,63292,2895,2020-06-27,3514.08,Rejected
945,68125,2896,2019-09-24,27394.63,Pending
946,51899,2897,2021-04-14,36871.58,Pending
947,71143,2898,2019-09-09,30722.14,Pending
948,68999,2900,2020-12-01,40277.85,Pending
949,77557,2901,2019-10-10,44178.26,Rejected
950,51737,2903,2021-09-01,1012.82,Rejected
951,53423,2906,2021-03-04,16876.82,Approved
952,37943,2908,2021-12-03,30191.29,Approved
953,93515,2909,2021-08-11,21634.45,Rejected
954,32751,2910,2019-12-17,15131.11,Rejected
955,89477,2912,2021-02-25,15486.16,Approved
956,54169,2913,2020-10-01,17372.78,Pending
957,40312,2916,2021-05-25,9891.58,Approved
958,56034,2918,2020-07-18,43648.66,Rejected
959,46436,2921,2021-02-11,33828.84,Approved
960,39153,2924,2020-06-03,18544.86,Approved
961,39526,2925,2019-12-31,30687.06,Pending
962,56705,2926,2022-04-13,26943.58,Pending
963,67660,2927,2022-01-26,7432.96,Pending
964,96940,2929,2019-06-02,32932.21,Rejected
965,97757,2931,2021-09-21,13370.28,Pending
966,92531,2932,2019-04-08,48103.57,Approved
967,36426,2934,2020-04-12,26939.03,Rejected
968,52182,2937,2020-08-15,13410.22,Pending
969,29497,2938,2018-12-23,3375.5,Rejected
970,38306,2940,2019-06-19,6635.26,Rejected
971,62065,2941,2021-11-08,22574.52,Pending
972,47432,2942,2020-11-13,13056.06,Approved
973,29779,2943,2021-02-02,9209.96,Rejected
974,45183,2944,2021-11-01,36512.77,Pending
975,27420,2947,2020-08-08,4252.39,Approved
976,71567,2951,2019-12-08,33022.92,Approved
977,90357,2952,2022-01-16,10451.75,Rejected
978,34291,2955,2018-12-07,18401.13,Approved
979,63184,2957,2022-08-02,48329.67,Approved
980,58667,2961,2018-12-14,15645.39,Pending
981,79267,2962,2022-07-31,8466.24,Approved
982,47608,2964,2022-03-17,49318.2,Rejected
983,34673,2965,2022-08-08,3130.37,Pending
984,32218,2966,2019-03-08,19086.45,Approved
985,23643,2968,2020-11-18,48942.35,Pending
986,99860,2969,2020-08-07,42295.68,Pending
987,55543,2971,2019-06-10,33889.04,Pending
988,76832,2972,2022-07-01,24384.6,Pending
989,81417,2974,2018-11-12,39996.18,Pending
990,59999,2975,2021-05-25,40324.67,Pending
991,66126,2977,2021-04-12,37145.49,Rejected
992,35455,2979,2019-06-21,11024.95,Approved
993,47641,2982,2020-07-12,36279.93,Approved
994,61007,2987,2020-03-12,49635.03,Approved
995,57558,2988,2021-04-12,1094.24,Pending
996,75436,2990,2020-08-13,8397.63,Pending
997,37048,2993,2018-12-28,10014.95,Rejected
998,98222,2994,2019-10-01,10694.95,Rejected
999,96430,2999,2020-11-26,7388.76,Pending
1000,90737,3001,2019-06-30,8810.4,Rejected
1001,43355,3003,2019-09-28,3659.87,Pending
1002,46002,3004,2020-04-15,46936.83,Pending
1003,38206,3005,2021-06-01,30983.06,Pending
1004,80427,3007,2019-11-02,30174.41,Approved
1005,46054,3008,2020-09-28,7825.26,Pending
1006,45833,3009,2019-11-07,8089.55,Rejected
1007,56052,3010,2021-04-29,13187.5,Rejected
1008,31737,3012,2021-06-30,40929.46,Rejected
1009,47361,3013,2021-01-03,8802.57,Approved
1010,98609,3015,2021-09-17,19067.33,Approved
1011,29010,3019,2021-03-05,42194.85,Approved
1012,88954,3021,2021-10-20,23419.71,Rejected
1013,66118,3022,2019-11-26,22298.56,Approved
1014,48627,3026,2018-09-15,35206.05,Approved
1015,69745,3031,2021-03-27,5184.08,Pending
1016,23649,3032,2022-02-15,26847.23,Pending
1017,21476,3038,2019-05-10,35540.85,Approved
1018,82157,3040,2022-07-06,36331.97,Pending
1019,90250,3041,2021-06-13,34221.79,Pending
1020,74965,3045,2021-08-18,42080.81,Pending
1021,52325,3046,2021-02-16,31855.25,Approved
1022,28782,3047,2018-11-30,4766.73,Rejected
1023,89315,3048,2021-09-05,32819.61,Approved
1024,69733,3050,2021-11-12,33107.7,Rejected
1025,36461,3052,2022-03-06,22947.95,Pending
1026,23787,3053,2019-01-04,6652.45,Approved
1027,63792,3059,2018-12-16,40305.34,Rejected
1028,85224,3062,2021-02-03,28540.79,Pending
1029,66988,3063,2020-07-27,30903.57,Approved
1030,38132,3065,2022-07-15,1042.38,Rejected
1031,40806,3067,2022-01-17,4313.85,Rejected
1032,60123,3068,2022-08-06,25185.99,Approved
1033,57819,3070,2021-10-04,21320.15,Pending
1034,86460,3073,2021-05-06,10623.1,Approved
1035,21467,3074,2019-10-12,35791.71,Rejected
1036,60207,3078,2021-02-26,47790.19,Rejected
1037,65929,3081,2019-11-22,11787.44,Approved
1038,87990,3083,2020-05-16,3673.11,Pending
1039,25778,3084,2019-11-16,1279.62,Pending
1040,61995,3089,2021-05-03,10680.64,Rejected
1041,98700,3090,2021-10-19,28920.26,Rejected
1042,62236,3092,2021-01-05,22150.61,Rejected
1043,52409,3093,2019-06-03,19767.19,Rejected
1044,43954,3097,2022-06-03,9779.0,Rejected
1045,86265,3099,2021-08-31,12798.39,Pending
1046,76697,3100,2019-01-09,21555.59,Rejected
1047,72420,3101,2022-05-22,16728.21,Approved
1048,26216,3103,2022-03-24,32403.44,Rejected
1049,83560,3104,2021-05-03,14395.75,Pending
1050,31014,3105,2018-09-19,38124.77,Approved
1051,73756,3107,2020-03-19,31601.98,Rejected
1052,80057,3110,2020-11-22,20674.84,Rejected
1053,96514,3111,2019-10-09,5592.92,Rejected
1054,36703,3114,2020-04-30,8796.76,Rejected
1055,47627,3115,2019-04-24,11837.93,Approved
1056,41739,3116,2022-03-01,3704.29,Approved
1057,81116,3118,2019-03-19,26008.42,Pending
1058,39211,3119,2021-01-04,44570.82,Pending
1059,93085,3123,2022-04-23,48649.68,Pending
1060,28668,3125,2020-10-27,48982.97,Rejected
1061,85985,3127,2020-06-30,39625.06,Rejected
1062,27205,3130,2022-01-01,40552.44,Rejected
1063,93041,3131,2019-12-05,18648.85,Rejected
1064,34100,3133,2020-12-04,25354.16,Approved
1065,78391,3135,2022-06-09,6261.94,Approved
1066,85577,3136,2020-01-18,37761.07,Approved
1067,58863,3139,2020-02-05,12053.61,Pending
1068,21802,3141,2020-12-13,29411.99,Approved
1069,83830,3144,2022-03-23,28741.12,Pending
1070,96192,3149,2021-03-02,20481.91,Approved
1071,58331,3153,2020-07-12,34601.41,Approved
1072,82428,3157,2020-07-29,38115.85,Rejected
1073,39017,3158,2021-04-01,15056.62,Approved
1074,72677,3159,2020-08-14,45733.98,Approved
1075,31024,3162,2022-01-14,9834.94,Rejected
1076,78134,3163,2020-01-03,1380.52,Rejected
1077,31266,3165,2022-04-07,29640.78,Pending
1078,67493,3168,2022-02-18,39811.89,Pending
1079,42424,3170,2020-07-24,42152.2,Approved
1080,25096,3173,2020-08-05,26630.94,Rejected
1081,59206,3174,2019-07-02,16887.8,Approved
1082,35479,3175,2022-05-27,41494.11,Rejected
1083,30946,3176,2022-03-27,13997.88,Pending
1084,99272,3177,2021-04-25,31424.87,Approved
1085,35182,3178,2022-06-04,5091.52,Approved
1086,20391,3181,2019-06-23,18186.55,Rejected
1087,91668,3183,2020-05-24,14212.14,Approved
1088,28165,3184,2020-04-22,47847.69,Approved
1089,42414,3185,2019-01-08,44744.6,Pending
1090,42226,3186,2022-03-31,48273.77,Approved
1091,64652,3188,2022-04-26,43575.62,Pending
1092,47339,3192,2020-09-26,11721.15,Approved
1093,90618,3197,2019-01-04,31522.71,Rejected
1094,26042,3198,2020-08-01,20862.72,Approved
1095,59296,3206,2019-12-31,1109.12,Pending
1096,64294,3210,2022-07-09,16714.04,Approved
1097,93949,3212,2022-02-03,36837.57,Approved
1098,61298,3214,2022-05-21,35312.08,Pending
1099,47417,3217,2022-04-08,42116.32,Rejected
1100,74462,3220,2019-10-13,48906.5,Pending
1101,79062,3224,2020-05-02,40210.7,Approved
1102,99321,3226,2020-02-22,46371.96,Pending
1103,58648,3227,2021-08-28,31803.39,Pending
1104,57942,3228,2022-07-03,30583.43,Rejected
1105,40216,3230,2022-06-16,25940.29,Approved
1106,40772,3231,2021-02-08,10241.99,Rejected
1107,75209,3233,2022-08-27,12937.4,Rejected
1108,87875,3235,2021-10-27,34730.03,Approved
1109,26046,3237,2020-05-03,42878.78,Approved
1110,95703,3238,2020-10-03,40150.58,Pending
1111,99773,3240,2021-11-29,25347.21,Approved
1112,59676,3241,2021-08-30,28295.33,Rejected
1113,96997,3242,2019-06-07,6075.86,Pending
1114,95111,3243,2020-10-21,31294.53,Approved
1115,43400,3244,2019-10-02,12370.56,Approved
1116,75271,3245,2022-07-26,23278.99,Pending
1117,84825,3250,2020-08-09,37739.0,Approved
1118,87474,3252,2019-10-14,27370.68,Approved
1119,26229,3254,2019-05-10,8642.26,Pending
1120,47103,3256,2022-03-08,42158.15,Approved
1121,85717,3261,2018-11-10,8768.72,Pending
1122,42048,3264,2021-07-18,16406.69,Approved
1123,63380,3267,2020-12-12,8804.76,Approved
1124,85147,3269,2022-05-12,13417.81,Approved
1125,24678,3270,2020-02-09,7057.98,Pending
1126,94798,3272,2019-01-19,6400.58,Rejected
1127,64865,3277,2018-10-23,41910.69,Pending
1128,46118,3280,2018-12-05,39734.59,Pending
1129,48313,3283,2019-08-17,32304.7,Rejected
1130,39444,3285,2020-12-27,21643.15,Pending
1131,85838,3288,2020-05-22,24383.97,Approved
1132,57820,3289,2022-01-19,37238.53,Rejected
1133,72804,3290,2019-07-10,45775.85,Pending
1134,21201,3291,2020-01-06,31799.55,Pending
1135,80285,3293,2018-10-10,47659.95,Approved
1136,68046,3294,2020-07-25,41182.47,Rejected
1137,35611,3295,2020-11-04,41912.46,Pending
1138,78685,3297,2021-05-31,21193.39,Rejected
1139,35599,3299,2022-02-21,34588.32,Rejected
