,CreditBureauID,CustomerID,ReportDate,CreditScore,OutstandingDebt,MaxCreditLimit,DerogatoryMarks
1308,9069,2308,2022-01-27,531,5020.19,26030.54,"Foreclosure, Late Payment, Collection"
1309,8929,2309,2022-12-07,496,39011.42,46751.86,
1310,8598,2310,2022-06-07,477,17441.99,42225.16,"Foreclosure, Collection"
1311,8905,2311,2021-11-21,660,48056.31,26656.06,"Foreclosure, Bankruptcy"
1312,3575,2312,2021-05-07,357,6653.61,7376.86,"Bankruptcy, Late Payment"
1313,5819,2313,2022-06-28,843,42596.24,16435.57,"Collection, Late Payment, Foreclosure, Bankruptcy"
1314,3652,2314,2023-07-22,511,2411.31,15343.69,Foreclosure
1315,8137,2315,2020-06-28,436,20133.46,9540.3,"Late Payment, Collection"
1316,9140,2316,2022-11-06,782,29307.72,19938.83,
1317,7720,2317,2023-08-06,825,48857.74,27439.33,"Collection, Late Payment, Foreclosure"
1318,7228,2318,2022-03-05,800,22300.42,17673.29,"Bankruptcy, Foreclosure"
1319,3848,2319,2020-11-15,381,25300.31,9137.6,"Late Payment, Foreclosure, Bankruptcy"
1320,7430,2320,2022-07-03,339,7222.91,40844.93,"Foreclosure, Bankruptcy"
1321,4056,2321,2019-01-30,665,15114.81,18313.46,"Foreclosure, Late Payment, Bankruptcy, Collection"
1322,6832,2322,2023-03-17,400,38800.13,41642.48,"Late Payment, Bankruptcy"
1323,5268,2323,2020-11-11,686,42036.91,22208.25,"Late Payment, Bankruptcy"
1324,3371,2324,2018-12-29,303,40891.24,12889.86,
1325,5335,2325,2020-05-18,496,11310.53,5294.7,Collection
1326,4508,2326,2019-04-07,606,3217.65,9609.07,"Foreclosure, Collection"
1327,7651,2327,2021-03-07,538,38001.98,34781.18,"Late Payment, Bankruptcy"
1328,6725,2328,2018-09-23,750,26727.91,22235.37,Foreclosure
1329,5619,2329,2020-05-03,371,10561.88,18418.88,
1330,3153,2330,2019-02-05,634,10564.03,35506.98,"Bankruptcy, Collection"
1331,5694,2331,2019-01-22,373,10332.41,36403.67,Foreclosure
1332,9961,2332,2022-02-03,415,4249.85,24497.66,"Foreclosure, Collection, Bankruptcy"
1333,5758,2333,2021-01-16,581,40010.29,31418.4,"Collection, Bankruptcy, Late Payment"
1334,7436,2334,2021-06-22,313,21222.89,9734.17,"Bankruptcy, Collection, Late Payment"
1335,3248,2335,2021-04-30,444,25246.76,14507.17,
1336,9157,2336,2023-03-30,752,28115.91,29581.88,
1337,8620,2337,2020-09-01,418,42084.56,20638.88,
1338,4554,2338,2019-04-16,789,13345.51,16117.62,
1339,5091,2339,2019-04-24,577,23722.48,34101.67,
1340,6156,2340,2020-07-20,763,30909.83,6642.44,"Foreclosure, Bankruptcy, Late Payment, Collection"
1341,5553,2341,2022-02-01,658,4082.77,31305.21,"Late Payment, Foreclosure, Collection, Bankruptcy"
1342,4355,2342,2021-06-02,711,46701.27,32617.39,"Late Payment, Foreclosure, Collection, Bankruptcy"
1343,5285,2343,2020-11-14,742,6029.31,49131.99,"Collection, Late Payment"
1344,6877,2344,2022-11-19,778,45083.15,12286.74,
1345,9629,2345,2019-12-22,354,45422.14,29711.88,
1346,9771,2346,2022-03-07,733,46766.18,32741.97,
1347,4805,2347,2023-05-05,741,41409.67,21337.72,Collection
1348,3656,2348,2019-09-04,529,8681.53,22984.24,"Bankruptcy, Late Payment, Foreclosure, Collection"
1349,9288,2349,2023-01-15,800,47140.78,16297.41,"Bankruptcy, Late Payment, Collection"
1350,3727,2350,2022-07-24,322,27767.26,48792.0,"Bankruptcy, Late Payment"
1351,5844,2351,2022-08-03,599,18851.44,43460.37,"Foreclosure, Collection, Bankruptcy, Late Payment"
1352,7657,2352,2019-06-04,623,28663.97,42032.48,
1353,3538,2353,2023-09-04,381,44742.19,38887.95,"Bankruptcy, Foreclosure"
1354,3628,2354,2020-06-11,421,43274.49,43987.02,"Bankruptcy, Foreclosure, Collection, Late Payment"
1355,7059,2355,2021-07-13,447,12467.41,22579.58,Bankruptcy
1356,6769,2356,2021-07-08,589,45553.11,14731.44,
1357,8040,2357,2022-10-02,749,19424.08,29819.73,
1358,3090,2358,2022-12-18,795,27177.95,48739.45,Late Payment
1359,4910,2359,2019-12-01,341,28844.4,10130.94,"Late Payment, Collection, Foreclosure"
1360,7673,2360,2018-11-25,521,25426.19,25829.55,
1361,8027,2361,2021-06-30,524,37786.72,7428.15,
1362,8597,2362,2022-09-17,587,43576.05,45752.82,"Foreclosure, Collection, Bankruptcy, Late Payment"
1363,3198,2363,2022-05-03,661,40252.59,27802.92,
1364,8503,2364,2023-08-13,339,41164.21,31130.39,"Collection, Bankruptcy, Foreclosure"
1365,4633,2365,2023-05-21,632,27609.78,24233.15,"Bankruptcy, Collection, Foreclosure"
1366,7363,2366,2021-04-23,504,36234.31,36775.86,
1367,7478,2367,2023-03-18,599,12670.9,5091.45,"Foreclosure, Bankruptcy"
1368,9263,2368,2022-07-03,614,22710.3,8627.34,"Foreclosure, Collection, Late Payment, Bankruptcy"
1369,7803,2369,2022-02-01,555,14592.89,49856.52,"Collection, Foreclosure, Late Payment, Bankruptcy"
1370,3624,2370,2019-12-01,488,386.12,38642.55,Late Payment
1371,9081,2371,2022-09-20,304,15147.98,47560.15,"Bankruptcy, Foreclosure"
1372,3410,2372,2019-03-10,797,36166.83,35109.41,"Late Payment, Foreclosure"
1373,5401,2373,2019-08-25,333,7705.6,28478.93,"Collection, Foreclosure"
1374,4670,2374,2019-08-26,778,37513.37,41360.47,"Bankruptcy, Collection"
1375,4910,2375,2022-07-27,471,35075.39,49185.62,"Bankruptcy, Collection"
1376,9970,2376,2023-04-26,524,40141.77,23767.48,
1377,7536,2377,2019-09-16,347,39889.49,15287.21,"Foreclosure, Late Payment, Collection"
1378,6054,2378,2019-05-20,562,13457.71,44091.17,"Collection, Foreclosure, Bankruptcy, Late Payment"
1379,5137,2379,2020-11-21,758,24998.62,30380.84,"Bankruptcy, Collection, Foreclosure, Late Payment"
1380,4321,2380,2023-04-24,423,12158.29,35384.02,"Bankruptcy, Collection, Foreclosure, Late Payment"
1381,6863,2381,2022-11-18,430,12361.09,15477.05,"Bankruptcy, Foreclosure, Collection"
1382,5323,2382,2019-10-08,756,6293.35,33890.39,"Foreclosure, Late Payment, Collection"
1383,6967,2383,2020-05-05,685,20071.84,7783.99,"Foreclosure, Bankruptcy, Late Payment"
1384,7715,2384,2019-09-14,830,27266.62,24669.36,Bankruptcy
1385,8222,2385,2020-08-27,726,14499.0,13270.69,"Foreclosure, Collection"
1386,6297,2386,2019-09-04,770,18779.53,20298.48,Collection
1387,7798,2387,2023-02-04,667,3585.16,12877.74,
1388,7571,2388,2022-02-15,537,43709.97,29960.19,"Foreclosure, Late Payment, Collection, Bankruptcy"
1389,6533,2389,2021-11-03,651,40171.89,45590.74,"Late Payment, Foreclosure, Bankruptcy, Collection"
1390,6940,2390,2018-12-04,801,11860.71,21118.11,"Bankruptcy, Late Payment, Foreclosure, Collection"
1391,7609,2391,2019-05-21,692,48192.1,32045.34,"Collection, Late Payment, Bankruptcy, Foreclosure"
1392,8546,2392,2023-07-20,473,48230.15,26070.83,
1393,6202,2393,2022-10-21,557,6936.25,38307.0,
1394,8549,2394,2021-03-16,734,42360.36,48845.54,"Foreclosure, Collection, Bankruptcy"
1395,9138,2395,2020-09-18,616,44251.01,37075.64,"Collection, Late Payment, Bankruptcy, Foreclosure"
1396,4995,2396,2023-08-29,495,6010.78,27481.74,"Foreclosure, Collection"
1397,8099,2397,2021-08-27,499,35949.23,33715.06,"Foreclosure, Collection, Late Payment"
1398,9609,2398,2022-02-17,787,27640.58,26630.49,"Late Payment, Collection, Bankruptcy"
1399,3631,2399,2021-07-01,794,20672.87,7784.46,
1400,3891,2400,2019-03-04,429,2920.85,20157.36,"Late Payment, Collection, Foreclosure"
1401,6349,2401,2020-08-26,402,38660.94,24254.67,
1402,7065,2402,2018-12-01,555,22062.26,11011.4,Bankruptcy
1403,3769,2403,2020-09-05,333,966.53,13764.21,"Bankruptcy, Collection, Foreclosure"
1404,4965,2404,2019-03-02,377,12174.8,36278.84,"Bankruptcy, Collection, Late Payment, Foreclosure"
1405,3920,2405,2022-04-07,741,19622.09,14555.46,
1406,7195,2406,2022-11-20,325,5972.58,18516.6,"Bankruptcy, Late Payment"
1407,4839,2407,2019-07-17,685,34582.73,15290.35,Foreclosure
1408,3655,2408,2020-08-14,686,34597.82,5439.3,
1409,5906,2409,2022-08-12,821,23278.04,49189.53,Foreclosure
1410,5538,2410,2020-02-23,777,7427.01,46344.72,
1411,8319,2411,2020-06-04,387,45777.28,28483.12,"Late Payment, Collection, Foreclosure"
1412,4772,2412,2023-08-13,326,32029.18,24127.95,"Late Payment, Foreclosure, Bankruptcy"
1413,9180,2413,2019-03-04,355,14381.16,48627.01,
1414,3778,2414,2020-12-27,711,21576.11,33811.86,"Bankruptcy, Foreclosure, Late Payment"
1415,3835,2415,2023-08-20,589,38084.26,19034.61,"Bankruptcy, Foreclosure, Collection, Late Payment"
1416,8750,2416,2022-09-07,400,48706.56,46350.97,"Bankruptcy, Foreclosure"
1417,3823,2417,2022-03-12,433,17133.73,21911.49,
1418,7666,2418,2022-08-12,679,18480.43,19280.73,"Late Payment, Bankruptcy, Foreclosure, Collection"
1419,8260,2419,2022-09-14,620,45924.92,5056.02,
1420,9768,2420,2019-10-01,309,37702.62,27470.83,"Foreclosure, Late Payment"
1421,6216,2421,2023-03-27,429,9853.3,26591.96,"Late Payment, Collection, Bankruptcy"
1422,5021,2422,2022-06-06,393,20574.69,22504.46,"Late Payment, Collection, Bankruptcy"
1423,6673,2423,2018-09-17,448,15492.07,33884.59,"Late Payment, Collection, Bankruptcy"
1424,8552,2424,2022-07-24,436,2294.7,36556.32,
1425,5264,2425,2023-06-18,793,37552.64,49870.91,
1426,8739,2426,2020-03-27,844,9455.9,19390.59,
1427,9718,2427,2022-11-12,434,33809.58,16722.82,"Bankruptcy, Collection"
1428,7022,2428,2019-09-16,311,5399.03,41705.1,"Bankruptcy, Foreclosure, Late Payment"
1429,6560,2429,2022-03-11,490,26993.43,48119.77,"Late Payment, Collection"
1430,8699,2430,2021-01-30,831,26319.74,41100.28,"Bankruptcy, Late Payment"
1431,6509,2431,2020-05-06,563,5091.05,9006.31,"Foreclosure, Collection"
1432,9983,2432,2020-02-11,323,10666.25,14176.6,
1433,5117,2433,2021-04-24,591,5676.98,20496.98,"Collection, Bankruptcy, Foreclosure, Late Payment"
1434,9793,2434,2019-05-01,451,34895.09,34236.2,"Bankruptcy, Collection, Foreclosure, Late Payment"
1435,4059,2435,2021-03-02,327,34067.52,25065.2,"Foreclosure, Late Payment, Collection"
1436,7211,2436,2022-12-17,681,33399.07,23382.18,Late Payment
1437,3467,2437,2023-07-28,452,31494.31,43310.28,"Bankruptcy, Collection"
1438,4737,2438,2022-08-04,464,11983.68,31841.11,"Collection, Late Payment, Foreclosure"
1439,8552,2439,2022-02-08,404,16445.59,7631.88,"Foreclosure, Bankruptcy"
1440,9892,2440,2023-01-14,370,35285.28,32572.05,
1441,7050,2441,2020-09-08,302,9359.88,22476.37,
1442,5148,2442,2022-09-17,749,13093.46,14798.14,"Foreclosure, Late Payment, Bankruptcy, Collection"
1443,8714,2443,2022-01-15,368,14112.8,7847.42,
1444,4512,2444,2023-01-03,399,16392.96,41813.71,"Collection, Late Payment, Bankruptcy"
1445,6302,2445,2021-02-10,514,34133.15,28951.23,"Late Payment, Collection"
1446,4359,2446,2023-07-07,355,24977.04,5285.72,"Collection, Bankruptcy"
1447,4242,2447,2021-04-22,736,35570.99,20951.75,"Late Payment, Foreclosure, Collection, Bankruptcy"
1448,8116,2448,2019-05-08,760,20325.78,21461.68,"Bankruptcy, Late Payment, Foreclosure"
1449,3210,2449,2021-10-05,833,31208.85,32675.06,"Late Payment, Collection"
1450,4461,2450,2022-04-15,625,97.54,26232.43,"Late Payment, Bankruptcy"
1451,5110,2451,2020-10-11,806,891.59,28236.56,"Foreclosure, Collection, Late Payment"
1452,6979,2452,2022-11-20,389,25405.87,5905.08,"Foreclosure, Bankruptcy"
1453,4007,2453,2022-10-31,483,915.09,12365.92,"Late Payment, Bankruptcy"
1454,8221,2454,2021-03-09,515,17611.59,42673.39,
1455,5090,2455,2021-08-31,453,36541.82,15462.9,"Late Payment, Collection, Bankruptcy, Foreclosure"
1456,6512,2456,2023-02-11,606,30481.03,9661.5,"Late Payment, Foreclosure"
1457,6474,2457,2021-03-18,492,9589.6,36958.37,"Bankruptcy, Late Payment, Collection, Foreclosure"
1458,7466,2458,2019-10-21,643,32471.47,7424.95,"Late Payment, Foreclosure, Bankruptcy"
1459,7779,2459,2019-03-29,829,11637.85,22292.88,"Collection, Late Payment, Foreclosure"
1460,6805,2460,2023-07-07,805,16214.77,42678.81,"Foreclosure, Late Payment, Bankruptcy, Collection"
1461,4734,2461,2020-05-22,469,40487.4,29083.52,"Collection, Bankruptcy, Foreclosure, Late Payment"
1462,6757,2462,2021-10-17,693,44977.45,37880.17,"Collection, Bankruptcy, Late Payment"
1463,9533,2463,2021-03-13,819,46163.56,43367.04,
1464,8453,2464,2023-03-19,394,33800.96,20897.77,"Collection, Bankruptcy, Late Payment"
1465,4277,2465,2023-08-16,581,5454.26,40789.2,"Foreclosure, Late Payment"
1466,4670,2466,2020-11-25,306,45909.22,35171.75,"Collection, Late Payment"
1467,9840,2467,2021-06-30,850,7189.53,43841.1,"Late Payment, Collection, Bankruptcy"
1468,9783,2468,2022-10-27,823,38574.71,13517.58,Foreclosure
1469,9526,2469,2021-08-13,771,2874.47,45196.02,
1470,7474,2470,2020-09-11,401,17436.52,43608.35,"Collection, Bankruptcy, Late Payment, Foreclosure"
1471,6069,2471,2019-02-28,323,41860.66,38995.29,"Bankruptcy, Foreclosure"
1472,4870,2472,2020-10-07,528,23800.87,49207.18,
1473,3541,2473,2023-03-15,657,15554.46,20695.51,"Late Payment, Collection, Foreclosure, Bankruptcy"
1474,8299,2474,2019-08-10,615,25475.92,40453.18,"Late Payment, Bankruptcy, Collection"
1475,6676,2475,2020-10-10,572,36999.43,22647.93,"Foreclosure, Bankruptcy, Late Payment"
1476,5455,2476,2018-12-18,500,41903.39,23328.51,
1477,5676,2477,2020-11-14,533,30723.21,14344.6,"Foreclosure, Collection"
1478,7138,2478,2019-08-22,381,35893.74,8398.26,"Foreclosure, Collection, Bankruptcy"
1479,5404,2479,2022-05-18,446,29867.34,42484.21,"Bankruptcy, Foreclosure"
1480,7955,2480,2019-05-07,362,19706.97,25239.76,
1481,5682,2481,2022-12-25,688,25438.98,29486.23,
1482,7115,2482,2019-02-24,475,20933.93,44583.07,"Foreclosure, Late Payment, Bankruptcy"
1483,6084,2483,2019-03-11,614,16449.0,9540.48,
1484,9426,2484,2020-08-06,390,20720.43,19591.48,"Late Payment, Bankruptcy, Foreclosure"
1485,8169,2485,2022-06-12,815,6438.07,46929.25,Collection
1486,7766,2486,2023-02-21,534,11353.73,15021.89,
1487,4991,2487,2023-08-14,380,20151.04,5323.45,"Bankruptcy, Foreclosure, Collection, Late Payment"
1488,5477,2488,2018-11-19,316,18922.21,30824.0,"Collection, Foreclosure, Bankruptcy, Late Payment"
1489,8940,2489,2021-08-07,548,919.19,16477.93,
1490,5973,2490,2020-02-03,698,41186.98,34418.51,Bankruptcy
1491,4298,2491,2022-01-22,413,11724.93,40311.4,
1492,3604,2492,2022-04-28,788,17361.19,7825.82,
1493,8638,2493,2019-07-09,847,22820.67,35589.03,
1494,3172,2494,2020-11-12,353,8458.4,25452.21,"Late Payment, Bankruptcy"
1495,3755,2495,2020-03-02,360,10072.51,45561.6,"Foreclosure, Bankruptcy, Collection, Late Payment"
1496,5453,2496,2021-12-07,698,36091.93,6267.59,"Late Payment, Bankruptcy"
1497,7999,2497,2020-04-13,309,46932.43,33290.02,
1498,4659,2498,2022-11-15,508,41286.66,29390.17,
1499,6606,2499,2023-04-25,744,4224.55,24181.0,"Collection, Foreclosure"
1500,3759,2500,2023-08-22,692,34100.07,45538.55,"Late Payment, Bankruptcy"
1501,6649,2501,2023-09-05,764,17975.03,19868.36,"Bankruptcy, Foreclosure, Late Payment"
1502,9439,2502,2019-11-03,368,37042.98,10585.5,"Late Payment, Collection"
1503,7745,2503,2019-07-09,489,25665.22,30739.98,"Late Payment, Foreclosure"
1504,8620,2504,2021-05-03,595,16509.76,42768.71,
1505,8577,2505,2019-01-14,437,34415.18,13197.69,
1506,7417,2506,2020-04-22,319,35681.52,15816.62,Collection
1507,7602,2507,2020-06-18,443,2842.78,23574.31,Foreclosure
1508,9033,2508,2023-08-01,599,16294.81,23771.55,
1509,5339,2509,2021-12-20,617,13264.25,40313.02,
1510,8276,2510,2021-05-07,738,40710.75,23310.5,Late Payment
1511,5844,2511,2018-10-22,464,14745.01,16627.42,
1512,6548,2512,2022-08-12,647,41732.4,30674.06,"Bankruptcy, Collection, Late Payment, Foreclosure"
1513,3980,2513,2018-10-18,699,40611.32,29790.16,"Collection, Foreclosure, Bankruptcy"
1514,9237,2514,2021-09-17,459,20190.85,47556.6,"Bankruptcy, Collection, Foreclosure"
1515,7551,2515,2020-06-16,488,33983.84,19905.12,"Collection, Late Payment"
1516,3793,2516,2019-04-06,372,13273.14,20955.07,
1517,6840,2517,2018-12-07,692,17918.64,26931.14,
1518,6848,2518,2020-06-03,507,26447.99,23430.28,Foreclosure
1519,4501,2519,2023-02-13,414,49419.09,33089.06,"Late Payment, Collection, Foreclosure"
1520,9977,2520,2019-11-27,591,20274.62,42606.19,"Foreclosure, Collection"
1521,8503,2521,2022-07-19,582,12685.46,6684.69,"Collection, Bankruptcy, Late Payment"
1522,9664,2522,2019-02-07,693,9062.28,45886.51,Bankruptcy
1523,8613,2523,2019-05-26,348,18658.27,47466.85,Late Payment
1524,9308,2524,2023-05-23,503,41956.63,24561.5,
1525,9933,2525,2022-08-02,585,1622.36,7650.31,"Foreclosure, Collection, Bankruptcy"
1526,8459,2526,2022-02-20,491,22538.36,14313.48,
1527,4205,2527,2021-03-15,496,363.14,27605.36,"Late Payment, Bankruptcy, Collection"
1528,5965,2528,2022-06-01,615,21242.38,12961.36,
1529,5512,2529,2019-08-09,459,17516.26,22707.78,
1530,9186,2530,2022-07-05,365,4986.99,24776.51,
1531,3458,2531,2021-09-22,324,7515.31,29055.21,"Late Payment, Collection"
1532,7989,2532,2019-03-28,431,5757.11,26483.2,Foreclosure
1533,4691,2533,2019-04-12,837,49161.02,49200.01,"Foreclosure, Bankruptcy, Collection"
1534,4507,2534,2023-06-23,636,27625.66,33802.19,"Collection, Bankruptcy, Late Payment, Foreclosure"
1535,7252,2535,2022-09-18,652,6360.17,8730.49,"Foreclosure, Bankruptcy, Late Payment"
1536,5656,2536,2020-01-28,545,22671.32,11483.46,Late Payment
1537,7726,2537,2019-12-30,663,46359.25,29937.82,"Foreclosure, Late Payment, Collection"
1538,8999,2538,2020-08-30,734,25896.65,26874.55,"Late Payment, Bankruptcy, Collection, Foreclosure"
1539,3790,2539,2019-05-10,302,19259.2,9123.58,"Collection, Foreclosure, Late Payment, Bankruptcy"
1540,5512,2540,2023-08-10,466,47492.71,48030.23,"Bankruptcy, Collection, Late Payment, Foreclosure"
1541,4638,2541,2020-08-04,830,41576.33,22921.52,"Bankruptcy, Foreclosure"
1542,6263,2542,2022-12-17,736,32064.15,19639.48,"Late Payment, Bankruptcy"
1543,6040,2543,2021-06-15,475,18020.33,27824.06,Foreclosure
1544,3912,2544,2021-09-09,474,43973.62,19661.82,"Bankruptcy, Foreclosure, Late Payment"
1545,7103,2545,2023-04-11,419,40698.44,18979.85,
1546,3706,2546,2022-09-15,380,7799.72,49358.48,
1547,7006,2547,2019-05-09,565,48400.18,21630.27,"Collection, Bankruptcy, Late Payment"
1548,3209,2548,2020-01-11,461,11718.39,33224.93,"Bankruptcy, Collection"
1549,3603,2549,2021-05-18,475,19080.18,29001.77,"Bankruptcy, Collection, Late Payment"
1550,4746,2550,2019-10-28,389,34008.73,18621.82,
1551,3392,2551,2023-06-13,379,39417.79,36530.45,"Collection, Bankruptcy, Foreclosure, Late Payment"
1552,6715,2552,2020-08-02,305,14829.38,46685.12,"Foreclosure, Bankruptcy"
1553,4155,2553,2023-08-15,767,18150.87,42156.26,"Foreclosure, Bankruptcy, Collection"
1554,7506,2554,2021-07-16,384,35933.47,26023.94,"Bankruptcy, Collection"
1555,5349,2555,2021-06-29,300,46333.56,44050.47,"Late Payment, Bankruptcy, Collection, Foreclosure"
1556,3224,2556,2019-11-29,594,41194.8,34367.25,"Foreclosure, Late Payment, Bankruptcy"
1557,9278,2557,2021-06-08,692,42200.16,5320.8,
1558,6631,2558,2022-09-22,782,47798.01,43517.66,
1559,7797,2559,2022-11-21,693,21060.06,19164.91,"Foreclosure, Collection, Bankruptcy"
1560,5720,2560,2022-05-31,602,45942.72,19480.79,"Collection, Foreclosure"
1561,7376,2561,2019-06-08,726,23134.79,48071.16,
1562,4280,2562,2019-12-23,546,24075.54,7482.04,"Foreclosure, Collection, Bankruptcy"
1563,8328,2563,2019-02-13,615,41375.6,22630.11,"Bankruptcy, Collection"
1564,7083,2564,2023-07-14,800,42293.72,21024.57,"Collection, Foreclosure, Bankruptcy, Late Payment"
1565,4638,2565,2022-02-10,680,11897.28,34125.12,
1566,5738,2566,2020-06-04,313,7644.53,38743.46,"Collection, Foreclosure, Late Payment, Bankruptcy"
1567,7347,2567,2019-04-22,729,26354.52,12476.33,"Collection, Bankruptcy, Late Payment"
1568,8878,2568,2021-07-25,819,14037.13,8089.47,"Late Payment, Foreclosure, Collection, Bankruptcy"
1569,9576,2569,2018-09-10,683,42157.54,48310.72,Foreclosure
1570,5401,2570,2022-01-13,575,18865.76,38687.36,
1571,3423,2571,2020-05-01,808,27387.76,16555.98,"Collection, Late Payment"
1572,3438,2572,2022-04-13,349,35636.27,11771.08,"Late Payment, Foreclosure"
1573,7692,2573,2022-06-20,833,1072.59,19176.52,Bankruptcy
1574,3374,2574,2019-02-11,412,6942.63,35640.63,
1575,6485,2575,2020-06-24,662,2997.38,30909.88,"Collection, Late Payment"
1576,4141,2576,2021-07-03,781,9147.19,6615.81,Foreclosure
1577,4767,2577,2019-09-07,483,12111.67,24922.76,"Collection, Foreclosure, Late Payment"
1578,7975,2578,2020-10-13,820,44225.88,16358.16,Bankruptcy
1579,6657,2579,2022-07-25,783,48778.52,47883.17,Collection
1580,8933,2580,2021-05-10,495,10762.88,34254.86,"Collection, Bankruptcy, Foreclosure"
1581,9977,2581,2019-06-13,804,1553.08,40349.96,"Foreclosure, Collection, Bankruptcy"
1582,8007,2582,2019-09-24,687,10919.08,32732.04,
1583,5784,2583,2019-05-30,440,49244.24,30535.74,
1584,4901,2584,2019-07-06,388,44024.43,43291.65,"Collection, Foreclosure, Late Payment, Bankruptcy"
1585,4853,2585,2018-11-02,714,19579.87,12457.09,"Collection, Bankruptcy, Late Payment"
1586,9785,2586,2018-10-29,826,12179.78,37731.4,"Foreclosure, Collection"
1587,5826,2587,2021-10-30,579,24098.79,23552.35,"Bankruptcy, Collection, Foreclosure"
1588,7109,2588,2021-10-12,395,15676.52,45201.42,"Late Payment, Foreclosure, Bankruptcy, Collection"
1589,4912,2589,2020-08-23,405,46083.07,44513.71,Collection
1590,8109,2590,2020-01-31,819,32396.28,10677.56,"Foreclosure, Bankruptcy, Late Payment, Collection"
1591,9752,2591,2019-02-18,327,33678.58,33551.53,"Bankruptcy, Foreclosure, Late Payment"
1592,4928,2592,2019-06-25,627,16006.66,6734.62,Bankruptcy
1593,5659,2593,2021-06-08,831,33483.9,30512.8,"Foreclosure, Bankruptcy"
1594,6576,2594,2018-11-07,496,45641.5,32914.33,Foreclosure
1595,7035,2595,2021-11-24,669,47200.7,19669.81,
1596,7911,2596,2020-02-01,569,5831.96,9687.76,"Foreclosure, Collection, Late Payment, Bankruptcy"
1597,6010,2597,2021-12-31,666,20587.09,48809.48,
1598,6565,2598,2022-08-15,613,47087.95,14960.18,Collection
1599,4392,2599,2019-08-28,392,9380.88,42882.14,Bankruptcy
1600,4950,2600,2019-03-19,399,18991.95,12439.13,
1601,9300,2601,2019-08-02,317,10816.7,41529.24,"Bankruptcy, Late Payment, Foreclosure, Collection"
1602,7869,2602,2020-01-05,816,25992.11,35545.6,"Foreclosure, Bankruptcy, Collection"
1603,9164,2603,2021-07-10,622,34872.41,48540.5,"Bankruptcy, Late Payment"
1604,9286,2604,2020-10-26,325,22541.83,17293.78,"Foreclosure, Late Payment, Bankruptcy, Collection"
1605,3916,2605,2022-02-16,504,34756.95,21161.21,"Foreclosure, Collection"
1606,3991,2606,2018-11-29,547,36163.64,23002.44,Foreclosure
1607,8648,2607,2019-03-21,781,42243.11,35701.79,"Collection, Bankruptcy"
1608,4482,2608,2020-11-01,669,2263.12,39073.79,
1609,5026,2609,2019-08-27,674,19368.35,23066.94,"Foreclosure, Collection, Bankruptcy, Late Payment"
1610,9183,2610,2019-04-09,612,36510.72,39608.02,
1611,6095,2611,2021-07-21,310,22931.25,41162.23,"Collection, Bankruptcy"
1612,5586,2612,2021-09-13,334,22699.89,28535.55,"Bankruptcy, Late Payment"
1613,4171,2613,2019-10-17,366,23864.71,5048.32,"Late Payment, Foreclosure"
1614,6359,2614,2019-02-06,782,24937.04,13386.2,"Foreclosure, Bankruptcy, Late Payment"
1615,4456,2615,2023-01-04,813,2023.11,33553.07,"Collection, Foreclosure, Bankruptcy, Late Payment"
1616,6175,2616,2023-08-05,309,24274.62,11867.69,"Collection, Late Payment"
1617,8142,2617,2022-09-04,314,13237.85,14416.48,"Bankruptcy, Collection, Late Payment"
1618,9054,2618,2022-08-07,370,18365.94,20048.52,"Late Payment, Collection"
1619,3024,2619,2021-10-17,634,2552.79,37709.51,Foreclosure
1620,7206,2620,2023-04-24,785,29786.53,34998.32,"Foreclosure, Collection, Bankruptcy"
1621,3293,2621,2022-07-28,657,23104.08,5349.12,"Collection, Bankruptcy, Foreclosure"
1622,8889,2622,2019-01-20,762,6707.07,10471.37,Collection
1623,4359,2623,2023-07-06,807,36250.62,29214.31,Bankruptcy
1624,6973,2624,2023-05-07,660,24874.98,29409.27,Collection
1625,6540,2625,2021-12-04,710,41056.16,28267.58,Foreclosure
1626,5221,2626,2021-12-03,374,14073.47,36257.27,
1627,9805,2627,2021-03-02,780,38588.4,22702.78,
1628,8441,2628,2022-11-14,581,28477.42,33046.46,"Bankruptcy, Late Payment, Foreclosure, Collection"
1629,3588,2629,2021-02-22,720,45985.79,41245.71,
1630,4656,2630,2021-05-02,772,20752.92,33762.94,"Bankruptcy, Foreclosure, Collection, Late Payment"
1631,9542,2631,2019-04-24,450,18488.63,12981.36,"Collection, Foreclosure, Late Payment, Bankruptcy"
1632,4055,2632,2020-04-21,794,9861.09,44195.62,"Bankruptcy, Late Payment, Collection, Foreclosure"
1633,3487,2633,2021-03-10,451,183.33,18890.82,"Foreclosure, Collection, Late Payment, Bankruptcy"
1634,8993,2634,2018-10-26,372,44348.93,22028.07,"Foreclosure, Bankruptcy"
1635,8426,2635,2022-12-16,728,3971.02,15360.37,"Foreclosure, Late Payment, Bankruptcy"
1636,8268,2636,2019-12-16,456,21776.93,45993.8,"Bankruptcy, Foreclosure, Late Payment"
1637,8705,2637,2022-04-01,470,20226.91,35516.39,"Collection, Late Payment"
1638,5332,2638,2021-01-22,686,20569.64,18374.52,"Foreclosure, Collection, Late Payment"
1639,8338,2639,2019-03-05,350,10104.38,48344.02,"Late Payment, Collection, Bankruptcy"
1640,9268,2640,2022-01-20,677,1536.21,9580.23,Collection
1641,4378,2641,2022-12-24,603,20006.69,5812.7,"Collection, Foreclosure, Late Payment"
1642,4971,2642,2023-02-22,483,10738.48,32512.31,"Collection, Bankruptcy"
